Quota,temp_2,vento_10,vento_50,vento_75,vento_100,vento_125,vento_150,dens_50,dens_75,dens_100,dens_125,dens_150,prod_50,prod_75,prod_100,prod_125,prod_150,weib_50,weib_75,weib_100,weib_125,weib_150,onshore,Dist_cp,lat,long,id_cella,Shape_Area,dist_AT_km,dist_AAT_km,dist_linea_km
6.0,14.3877523422,2.42163715688,3.46869571921,3.67054570166,3.79698285503,3.84360571541,3.85420142947,51.677299993,63.9313709194,75.0387429356,83.0073139805,92.9380535794,675.873570033,679.178284668,1118.98204171,0.0,0.0,1.69200003147,1.62557005882,1.56233000755,0.0,0.0,1.0,0.576,45.82,13.282,710195,2023178.80375,0.3810744815772986,0.3810744815772986,0.2020542668839154
5.0,14.4160469055,2.52845286586,3.49120712646,3.66786428061,3.77734857367,3.81762572109,3.82535998781,53.5014853359,64.8548281564,75.169256672,82.6837717861,92.5811518787,694.634146554,682.514286133,1120.38898039,0.0,0.0,1.67567002773,1.6104799509,1.54855000973,0.0,0.0,1.0,0.988,45.819,13.3,710196,2023178.94599,0.33429636517314176,0.9903832708195163,0.2627735801367985
6.0,14.440045166,2.53612856393,3.48432143034,3.65152856492,3.75714285691,3.79653571106,3.80542858821,53.5191427752,64.5542566389,74.70122899,82.165742334,92.5258946062,696.733424595,679.367427107,1118.3844896,0.0,0.0,1.65591001511,1.59188997746,1.53173995018,0.0,0.0,1.0,0.931,45.818,13.318,710197,2023178.80375,0.6850443108063913,2.3452013885441416,0.13185428377438727
6.0,14.4612544059,2.52989000439,3.46589855567,3.63101999926,3.73934000896,3.78016571871,3.79176141849,52.8803860003,63.8265000488,74.1682572301,81.8722574044,92.919768027,688.666285924,671.919854841,1112.97285764,0.0,0.0,1.64025998116,1.57642996311,1.51731002331,0.0,0.0,1.0,0.52,45.818,13.337,710198,2023178.94599,0.5553971580405118,3.806617262772466,0.5258212124371826
6.0,14.4807489396,2.52813856856,3.44602430072,3.60702142174,3.71513428058,3.75725427601,3.77149286482,52.6727995588,63.5923573155,74.1768003313,82.2138282837,93.896785812,683.300999233,665.522568917,1111.19938656,0.0,0.0,1.62314999104,1.56023001671,1.50196003914,0.0,0.0,1.0,1.929,45.817,13.355,710199,2023178.94599,1.8799605638812382,5.039930029711081,0.17813144113265253
6.0,14.4773004532,2.52270712672,3.42213858618,3.58014428981,3.690211427,3.7370199908,3.75585427338,52.149771453,63.1392716605,74.1732570993,82.6527425084,95.1664156464,672.96800014,656.979716797,1108.04653041,0.0,0.0,1.6088000536,1.54275000095,1.48278999329,0.0,0.0,1.0,3.349,45.816,13.373,710200,2023178.80375,2.804039474970792,4.882651760946367,0.45103896728537324
7.0,14.4977982521,2.48772855828,3.40316142023,3.568309987,3.68869857275,3.74102000507,3.76436570756,52.4729574166,64.2039284651,76.2194289202,85.4543430315,98.7492556531,672.830287388,662.735429269,1111.45877531,0.0,0.0,1.58609998226,1.52005004883,1.46131002903,0.0,0.0,1.0,4.771,45.816,13.391,710201,2023178.94599,1.7898904847516004,4.615176028709279,0.32284495676648245
7.0,14.5056455612,2.34866285876,3.35085141944,3.53119286846,3.66283429939,3.72330715764,3.75172570063,52.3039004918,64.9633139178,77.9031719604,87.9781429095,102.160141303,661.379002162,661.031427595,1121.76979582,0.0,0.0,1.55253994465,1.48982000351,1.43475997448,0.0,0.0,1.0,6.192,45.815,13.41,710202,2023178.94599,0.5765237401309531,4.442990525620258,0.07226755916445325
3.0,14.6476467133,2.43999998796,3.35425286766,3.53302570169,3.66996999488,3.73840572917,3.77391143072,54.7874433524,68.0934717268,82.12708622,93.427657387,108.784261807,689.213431222,690.396285854,1153.18244888,0.0,0.0,1.50144004822,1.44561004639,1.39555001259,0.0,0.0,1.0,7.615,45.814,13.428,710203,2023178.80375,0.5798450346951295,4.291326009925199,0.32400186673397374
8.0,14.6697552681,2.42321000327,3.35304428004,3.54312713585,3.68910428226,3.7658799897,3.80548425766,58.1140144095,73.2508003226,89.3244001221,102.399114739,121.638366667,719.748142787,727.744565151,1195.8977548,0.0,0.0,1.46695995331,1.41270005703,1.36418998241,0.0,0.0,1.0,6.624,45.814,13.446,710204,2023178.94599,1.7859710930827724,4.173270741385845,0.6704427879503456
5.0,14.7308934212,2.40075143072,3.34616857658,3.55250142436,3.71186429668,3.79580573783,3.83915711094,61.0857712176,78.0694575788,96.2857135533,111.151628885,133.808653061,739.825718471,759.430848772,1234.99163345,0.0,0.0,1.43092000484,1.37679004669,1.32914996147,0.0,0.0,1.0,5.295,45.813,13.464,710205,2023178.94599,3.006967714730366,3.437737867122247,0.5324532977305733
5.0,14.8629968643,2.47529999603,3.41823858385,3.63660714107,3.7998314621,3.88377284511,3.92509000887,68.1724287458,88.3014004883,109.672399512,126.769143398,153.090917137,809.634277344,840.951135184,1312.39204112,0.0,0.0,1.39346003532,1.33864998817,1.29333996773,0.0,0.0,1.0,4.031,45.812,13.483,710206,2023178.80375,2.9092777029987764,3.0971483376055526,0.1348213255249978
6.0,14.9702442169,2.62761712687,3.67426713368,3.91081287098,4.08166001053,4.16442145272,4.20143716622,88.6011437465,116.606285488,145.70985791,168.050855259,197.229365792,1007.76428223,1058.68285575,1521.75836834,0.0,0.0,1.36530005932,1.30426001549,1.25452005863,0.0,0.0,1.0,2.917,45.811,13.501,710207,2023178.94599,2.360163948486409,3.311858839002633,0.16298018148777343
9.0,15.2419021606,2.89587570449,3.9112157249,4.13433715775,4.28527572423,4.35165859831,4.37821430668,105.078313431,138.772714774,173.638143206,199.779570138,233.027430256,1171.58714076,1214.19857492,1668.50244908,0.0,0.0,1.35939002037,1.28772997856,1.23313999176,0.0,0.0,1.0,2.193,45.811,13.519,710208,2023178.94599,1.9514793892511477,2.5460280221585587,0.7042606580033647
56.0,15.4183552742,3.05706284479,4.16738428059,4.39532717305,4.53324854401,4.58779855512,4.60467999076,122.537286795,164.600714582,207.617427141,239.458715925,276.910880919,1351.76857213,1392.1742892,1827.42979622,0.0,0.0,1.37126004696,1.28702998161,1.2230399847,0.0,0.0,1.0,1.543,45.81,13.537,710209,2023178.80375,1.0429966409077982,1.4724134808965592,0.7070763120737414
19.0,15.3726556778,3.03652570194,4.38558713773,4.62703003019,4.76697425829,4.81287569798,4.82125427647,137.224429653,188.597286011,240.60199857,277.487573068,311.942554389,1497.48285784,1533.88571777,2015.45265336,0.0,0.0,1.39912998676,1.29549002647,1.22160995007,0.0,0.0,1.0,0.953,45.809,13.556,710210,2023178.94599,0.5202793068789389,0.6040011702868165,0.5202793068789389
40.0,14.5478518486,2.785358573,4.59192429696,4.88744287286,5.05012285669,5.09550855597,5.09608572165,151.503285976,217.914715541,283.794999686,328.443000105,366.510936767,1670.31856864,1737.41856864,2223.21204171,0.0,0.0,1.43784999847,1.31254994869,1.22891998291,0.0,0.0,1.0,1.609,45.809,13.574,710211,2023178.94599,0.25704594068597525,0.25704594068597525,0.031071299277963756
42.0,14.2575462341,2.51355855449,4.83302717185,5.21650858745,5.41873713686,5.47831855879,5.47887715454,167.994286743,250.501286795,331.189427769,386.048144461,428.178897895,1853.21571568,1942.93856445,2420.35632673,0.0,0.0,1.47680997849,1.34433996677,1.25529003143,0.0,0.0,1.0,1.982,45.808,13.592,710212,2023178.80375,0.1517185494889948,0.1517185494889948,0.17112420342980267
11.0,13.8389070511,2.26148858224,3.12933572722,3.35327572819,3.54486142186,3.66512999077,3.73516998638,49.9321571211,66.8996142613,86.469743389,102.879285156,118.101222806,656.008143834,723.909139788,1103.18183763,0.0,0.0,1.4701499939,1.39303004742,1.33395004272,0.0,0.0,1.0,3.807,45.857,12.57,711005,2023179.08823,3.8387475694099154,5.664198726277403,0.5872102391787987
9.0,13.8148983002,2.28465284386,3.16482429273,3.39507572485,3.59055286217,3.71131141404,3.78224999595,51.0397998082,68.5621423305,88.8471144165,105.694286726,121.486183512,672.655282157,744.169995884,1126.5800006,0.0,0.0,1.47567999363,1.39696002007,1.33682000637,0.0,0.0,1.0,4.033,45.857,12.588,711006,2023178.94599,3.9887168603938004,4.56546706539783,0.07798765934226921
7.0,13.8128445625,2.29765143389,3.20756714226,3.44236144054,3.64035286053,3.76220712992,3.83257427894,53.0575718977,71.4259140921,92.666056672,110.273715227,126.40781529,699.237139021,775.897429478,1155.90591737,0.0,0.0,1.47959005833,1.39915001392,1.33797001839,0.0,0.0,1.0,4.699,45.856,12.607,711007,2023179.08822,3.3385034758774554,3.3385034758774554,0.2168105471367815
10.0,13.81404953,2.31987856819,3.24466571661,3.48516572182,3.68611856067,3.80909001602,3.88107856235,54.3607716221,73.3604862165,95.2429427874,113.425857091,130.109794235,717.453857422,797.363143206,1187.41081553,0.0,0.0,1.48277997971,1.40154004097,1.33934998512,0.0,0.0,1.0,5.652,45.855,12.625,711008,2023179.08822,2.2270354617380996,2.2270354617380996,0.11332329899784009
12.0,13.7993467331,2.34136715154,3.28537285939,3.52838573098,3.73192999106,3.85452285276,3.92724569515,55.8324852644,75.4281852051,98.04711412,116.733429199,134.021980078,739.539716448,822.418280831,1221.63122499,0.0,0.0,1.49028003216,1.40715003014,1.34319996834,0.0,0.0,1.0,6.772,45.855,12.643,711009,2023178.94599,1.2076246618015078,1.2076246618015078,0.39231939091935664
13.0,13.7921455383,2.36693570993,3.34288999894,3.58807998447,3.79074713012,3.91172285067,3.98326997855,58.1703856864,78.5368995832,101.828285845,121.176856323,138.792591772,770.015860421,853.00400279,1259.57428482,0.0,0.0,1.49972999096,1.41478002071,1.3496799469,0.0,0.0,1.0,7.988,45.854,12.661,711010,2023179.08822,0.11761411901873368,0.11761411901873368,0.18294626093065236
13.0,13.7891467094,2.3954842947,3.38638858756,3.63773429314,3.84510284597,3.96613003346,4.03874284286,59.2431573504,80.0375000192,103.669199302,122.917142875,140.940957176,790.734854562,875.064288504,1291.93387795,0.0,0.0,1.51008999348,1.424669981,1.35828995705,0.0,0.0,1.0,8.927,45.854,12.68,711011,2023179.08823,0.9601511399024321,0.9601511399024321,0.2706541941994135
13.0,13.7822001458,2.43585999043,3.46631284429,3.72417286961,3.93177572106,4.05406716431,4.1259800039,62.3445286499,84.1005141113,108.562001011,128.480429548,146.653917202,830.85143171,914.252282227,1358.08142957,0.0,0.0,1.5298999548,1.44181001186,1.37141001225,0.0,0.0,1.0,7.507,45.853,12.698,711012,2023178.94599,1.1796370554598143,2.053554834905763,0.26954388983182703
13.0,13.815153408,2.49142714455,3.57450857312,3.83834000756,4.0424457351,4.1599871596,4.22548572083,66.2088430699,89.1573426304,114.482856707,134.997142125,152.481633139,886.942853655,974.859435547,1442.61040737,0.0,0.0,1.5630300045,1.47133004665,1.39577996731,0.0,0.0,1.0,6.089,45.852,12.716,711013,2023179.08822,0.18919130413709076,3.200633783058628,0.25964183193786505
13.0,13.8306010246,2.52305144325,3.63409286777,3.90282429527,4.10773144856,4.22395573883,4.28644001953,68.6193567871,92.4503717337,118.484000227,139.46900014,156.799100227,920.381434849,1010.27657073,1480.86387655,0.0,0.0,1.5811599493,1.48875999451,1.41135001183,0.0,0.0,1.0,4.674,45.852,12.735,711014,2023179.08822,0.644433797293996,4.341067325595128,0.24141593007995227
11.0,13.8484943389,2.55274571415,3.68085856492,3.95396284586,4.16053573412,4.27452860358,4.33477568798,69.7706719308,93.7753140067,119.809714879,140.573142997,158.008264885,940.63999721,1031.75570871,1519.70795988,0.0,0.0,1.59942996502,1.50615000725,1.42709994316,0.0,0.0,1.0,3.265,45.851,12.753,711015,2023178.94599,0.050725587065602575,5.491595461989398,0.1892572259667543
9.0,13.9708507537,2.6017071452,3.80174858758,4.09688716614,4.3115385708,4.42084997441,4.47317142044,74.0720432077,99.7712573783,126.937714948,147.611141968,164.681082669,1007.80142648,1107.93428223,1607.1155102,0.0,0.0,1.63835000992,1.54870998859,1.4677400589,0.0,0.0,1.0,1.173,45.849,12.808,711018,2023178.94599,1.2067003675204249,8.911084197133945,0.5181303506531566
9.0,14.0405962944,2.66086572227,3.85736000632,4.15126717438,4.36423998799,4.46956853751,4.51703284718,76.3042289638,102.090514809,129.134000052,149.394285243,166.045368383,1039.82142857,1137.95571429,1638.54898049,0.0,0.0,1.6524900198,1.56523001194,1.48454999924,0.0,0.0,1.0,2.525,45.849,12.826,711019,2023179.08822,2.4977530073250787,9.842451617216192,0.30665311351357893
9.0,14.1897452354,2.73132714742,3.9634556929,4.25845568645,4.46372858468,4.55220145135,4.58587141294,81.2035433541,107.734428807,134.443714164,153.183572021,168.246794267,1110.77143206,1206.10572126,1688.9199991,0.0,0.0,1.66875994205,1.58313000202,1.50265002251,0.0,0.0,1.0,6.756,45.847,12.881,711022,2023179.08823,6.625970441739213,12.842954504017424,0.1447493298459648
9.0,14.2201545715,2.74652001689,3.98758142046,4.28594568695,4.49085425873,4.57264430023,4.60175711472,82.0985711757,108.872000087,135.393714024,153.009570871,166.646571915,1123.80571638,1218.00286342,1708.7977556,0.0,0.0,1.67596995831,1.59112000465,1.51135003567,0.0,0.0,1.0,8.175,45.846,12.899,711023,2023179.08822,6.434137599508714,13.853567364625599,0.2506396159321006
9.0,14.2605054855,2.76989285551,4.0168056868,4.31562143273,4.52007571838,4.59194573148,4.61510860443,83.5167286237,110.481142822,137.113428292,153.633714094,166.379653774,1135.79286412,1224.58856794,1716.44836824,0.0,0.0,1.68198001385,1.59751999378,1.5176500082,0.0,0.0,1.0,9.595,45.846,12.917,711024,2023178.94599,6.353357280447999,14.781506484495443,0.11733953440474582
10.0,14.3456514358,2.80763999313,4.04421855953,4.33963284956,4.54024429491,4.60697284605,4.62543714349,84.3193146327,110.838857003,136.814714425,152.478143136,164.595572465,1151.81856864,1235.12142439,1711.68142967,0.0,0.0,1.69033002853,1.60585999489,1.52638995647,0.0,0.0,1.0,8.567,45.845,12.936,711025,2023179.08822,6.157576875790593,15.858960468325224,0.5629208952299765
9.0,14.5145476341,2.93417857518,4.05230430566,4.33314143481,4.52088712895,4.58392000883,4.59783141364,83.9686998535,108.809000113,132.65100061,147.217428118,157.883610399,1154.90143694,1225.68856585,1685.08428542,0.0,0.0,1.70460999012,1.6239900589,1.54625999928,0.0,0.0,1.0,6.889,45.844,12.972,711027,2023179.08822,6.44404757674664,15.378919489919214,0.7334911340388445
11.0,14.4529445648,2.97829999651,4.02221288426,4.313302853,4.50918856607,4.57271712474,4.58246001334,81.7250148002,107.297857108,131.504857178,145.204856166,154.634856754,1132.78571429,1222.00000419,1690.33653081,0.0,0.0,1.69827997684,1.60782003403,1.53005003929,0.0,0.0,1.0,6.368,45.843,12.99,711028,2023179.08823,5.922707307819989,13.99593942942507,0.6641268538362438
8.0,14.3128502846,2.70844858228,3.97147001615,4.28526001336,4.49649711663,4.54466285995,4.54703002714,78.636085934,105.109285863,131.252000296,143.860143555,152.150428475,1091.66999163,1200.5214209,1685.18489786,0.0,0.0,1.69990003109,1.60810005665,1.52362000942,0.0,0.0,1.0,6.139,45.843,13.009,711029,2023178.94599,5.251914964862165,12.533241514859867,0.3332483872593012
7.0,14.338547039,2.70175284122,3.93720286424,4.24996146051,4.46490001114,4.51770571653,4.51996853786,76.9468433646,102.43899993,127.732858085,140.073715053,148.051224328,1059.94857352,1156.37999442,1651.53469328,0.0,0.0,1.69225001335,1.60728001595,1.52915000916,0.0,0.0,1.0,6.235,45.842,13.027,711030,2023179.08822,4.542620458224087,11.150049017665248,0.34791118879009447
7.0,14.3679988861,2.67522285229,3.9140814184,4.21872713366,4.42049573715,4.46782142702,4.47018000597,75.8614287284,100.382714512,124.16085784,136.030000471,144.145427859,1029.96857561,1110.42714146,1618.9567341,0.0,0.0,1.69217002392,1.61067998409,1.53586995602,0.0,0.0,1.0,6.642,45.841,13.045,711031,2023179.08822,3.936202757395892,9.766985949599613,0.12241402983567976
7.0,14.3750951767,2.66469427402,3.88126855562,4.18002425995,4.37632572128,4.42371000695,4.42703573329,73.7015423427,96.8938858974,119.196285557,130.455427525,138.566264431,1002.63286482,1074.17571847,1579.30285704,0.0,0.0,1.69640994072,1.6199400425,1.54702997208,0.0,0.0,1.0,7.307,45.841,13.064,711032,2023178.94599,3.404771376918349,8.304159849465123,0.02848892180470761
4.0,14.3835442543,2.65447715964,3.86215855641,4.15215146101,4.33819714624,4.38340857845,4.38486002598,72.5223574672,94.7018576747,115.520286028,126.489141968,134.538652479,977.497140067,1035.13286272,1541.50571468,0.0,0.0,1.7010999918,1.62766003609,1.55580997467,0.0,0.0,1.0,8.169,45.84,13.082,711033,2023179.08822,2.7985072215552638,6.921173922764135,0.5105042896067812
5.0,14.3897541046,2.65510142795,3.83596428983,4.1146256892,4.2907871502,4.33415000281,4.33596142362,70.6729432513,91.3989426217,110.565428903,120.959999233,129.055408778,952.61000279,996.013999302,1508.11326561,0.0,0.0,1.70596003532,1.63409996033,1.56384003162,0.0,0.0,1.0,9.171,45.839,13.1,711034,2023179.08823,2.19343688412231,5.538728899263082,0.3733262612547691
6.0,14.3995974541,2.64621001055,3.80246713282,4.0630999673,4.22083572141,4.26479426182,4.26658428922,67.7573003662,86.5079143119,103.177999939,113.105142753,121.765735601,911.617135184,925.759136579,1434.74530632,0.0,0.0,1.72610998154,1.65551996231,1.5857000351,0.0,0.0,1.0,9.786,45.839,13.118,711035,2023178.94599,1.6881977942350046,4.1524844588335466,0.8880596696719343
7.0,14.3890440941,2.65911429925,3.79391285773,4.04471571836,4.19678289117,4.23982000883,4.24221287225,66.8287717268,84.6881997907,100.479942456,110.067428903,118.569327794,899.532854353,905.963140765,1413.94877601,0.0,0.0,1.73345005512,1.66277003288,1.59253001213,0.0,0.0,1.0,8.555,45.838,13.137,711036,2023179.08822,1.1119290361622998,2.6939771888934168,0.606296521673519
8.0,14.3999035835,2.63197572461,3.75010143536,3.99006287029,4.13523855033,4.17690714831,4.17908001561,64.4643854318,81.3119710972,96.2578570295,105.496428737,114.099449077,863.958574568,868.719140067,1369.1877543,0.0,0.0,1.73354995251,1.66119003296,1.59098994732,0.0,0.0,1.0,7.393,45.837,13.155,711037,2023179.08822,0.6271129102241659,1.3105532991070106,0.4241105828817803
6.0,14.4024432182,2.62081143579,3.72671713843,3.95609857557,4.09350860214,4.13091714667,4.13021999738,63.30027101,79.376371889,93.639114338,102.406828502,110.679755523,843.220572335,844.671855818,1332.84795859,0.0,0.0,1.73339998722,1.66165995598,1.59204995632,0.0,0.0,1.0,6.338,45.837,13.173,711038,2023178.94599,0.11931211969544712,0.11931211969544712,0.13647703727955796
7.0,14.4234564781,2.6255656982,3.68463284962,3.89705999853,4.02741142763,4.06132287373,4.06087288823,61.0969138986,75.6965427682,88.7010575352,96.4856855835,104.856477843,814.026428223,807.585283412,1264.99877431,0.0,0.0,1.72437000275,1.65252995491,1.58343994617,0.0,0.0,1.0,5.453,45.836,13.191,711039,2023179.08823,0.43842485924573077,1.459872678663758,0.3698965431834406
7.0,14.4180005073,2.58053856141,3.62958427037,3.83766285175,3.96472285876,3.99724425332,3.99723140592,58.4972576085,72.6524282767,85.2859141985,93.046713841,101.342171364,779.149004255,775.600287667,1219.64836854,0.0,0.0,1.7193800211,1.6471799612,1.57930004597,0.0,0.0,1.0,4.832,45.835,13.21,711040,2023179.08822,0.39841473533100474,2.406338841350151,0.3475395765572783
7.0,14.4055536271,2.48430144334,3.56059000193,3.77219713099,3.90151285722,3.93651000722,3.93952858837,54.9884146798,68.8981710589,81.3369145299,89.2640284668,97.6951674603,731.023428781,736.970718192,1174.93693818,0.0,0.0,1.72538995743,1.64972996712,1.57957005501,0.0,0.0,1.0,4.583,45.835,13.228,711041,2023178.94599,0.6861040087097809,1.069131182606914,0.316754541782083
5.0,14.3118565559,2.16724001168,3.41853570724,3.66620427864,3.81603429434,3.86801714689,3.88067143559,48.501614073,62.69275704,75.17647165,83.7064574655,92.6412738418,641.326712472,674.847429269,1116.09163305,0.0,0.0,1.71881997585,1.64533996582,1.57578003407,0.0,0.0,1.0,3.51,45.834,13.246,711042,2023179.08822,0.2603564144203672,0.2603564144203672,0.3098180008096112
6.0,14.3280985832,2.12664000409,3.37387284298,3.61428143425,3.76002570551,3.81161714285,3.82435142723,47.453456924,61.0901567069,73.0957715036,81.4066856271,90.2076684162,620.912859235,652.899569545,1093.86428571,0.0,0.0,1.69640994072,1.62781000137,1.56272995472,0.0,0.0,1.0,2.208,45.833,13.264,711043,2023179.08822,0.2566286124173408,1.5547189151076595,0.11800339077604402
6.0,14.3598015785,2.24591429235,3.38922142115,3.60081427915,3.72959857123,3.77647287006,3.78741714519,48.6881001282,61.1242289464,72.1657711652,80.0033430402,88.6788044541,634.957432338,649.790283552,1087.94285595,0.0,0.0,1.67878997326,1.61221003532,1.55014002323,0.0,0.0,1.0,1.213,45.833,13.283,711044,2023178.94599,0.22442848939002674,1.8279471216190828,0.24864716753793248
5.0,14.4245050431,2.41067714708,3.42259428129,3.60892141796,3.72306858755,3.76714999156,3.77765715359,50.7178286743,62.1298284999,72.4111997192,79.9378290946,89.2008457077,659.623003278,656.837284459,1086.34285625,0.0,0.0,1.65768003464,1.59344005585,1.53509998322,0.0,0.0,1.0,1.454,45.832,13.301,711045,2023179.08823,1.070936119439644,1.9990967539304105,0.2917866279833063
6.0,14.448694992,2.49081570745,3.43200141708,3.59536857753,3.6977628734,3.73710569887,3.74500143749,51.4814860596,62.1198140206,71.9317432303,79.0856853045,88.3403557012,668.270002093,653.64814502,1079.59408243,0.0,0.0,1.64395999908,1.58010005951,1.52316999435,0.0,0.0,1.0,1.813,45.831,13.319,711046,2023178.94599,0.3310652692870474,2.8995847655054594,0.3050885036055388
6.0,14.4705050469,2.47741427529,3.40364856418,3.56348570849,3.6660657251,3.70511714827,3.71530427016,50.3766860195,60.7526147252,70.5463147008,77.6476571341,87.4707846126,655.034432547,640.294285226,1070.20408064,0.0,0.0,1.63434994221,1.56974005699,1.51189994812,0.0,0.0,1.0,1.64,45.831,13.338,711047,2023179.08822,0.40857263283172157,3.7642860029614646,0.4565131438475365
6.0,14.4762003898,2.47817143284,3.38624715064,3.54159715319,3.64292570586,3.68248715552,3.69478713345,50.0712145054,60.4112858294,70.3267138846,77.6906568987,88.1476275675,647.700430734,632.994429687,1060.82469268,0.0,0.0,1.62440001965,1.55914998055,1.4994699955,0.0,0.0,1.0,2.478,45.83,13.356,711048,2023179.08822,0.9322266751924311,3.6066884910443227,0.2536997862753015
7.0,14.4719989776,2.47099284791,3.36473428141,3.51310569981,3.61390143735,3.65620428082,3.67090428847,49.5474862374,59.787371746,69.9042570033,77.6470572388,88.7613228214,637.612287249,622.293853376,1055.45367467,0.0,0.0,1.60969996452,1.54381000996,1.48318004608,0.0,0.0,1.0,3.693,45.829,13.374,711049,2023178.94599,1.4457447086910726,3.4496481458987853,0.14585208735332852
7.0,14.4818027496,2.46395857294,3.34123143748,3.4921042915,3.60053572148,3.65033713569,3.67003856519,49.2542424892,59.8183574097,70.6085718994,79.0910575614,90.9343389536,631.987426758,620.163575474,1053.02081702,0.0,0.0,1.58885002136,1.52218997478,1.46371996403,0.0,0.0,1.0,5.018,45.828,13.392,711050,2023179.08822,1.4433233801811962,3.2915173383428695,0.23232397958794984
8.0,14.4736950875,2.38633855462,3.30362286257,3.46897713402,3.59105142749,3.65078000627,3.67737571239,49.0757575666,60.6420425031,72.5924576486,82.1070280657,94.8949748301,623.029854911,622.39257094,1060.98265246,0.0,0.0,1.56392002106,1.49667000771,1.43933999538,0.0,0.0,1.0,6.385,45.828,13.411,711051,2023179.08823,0.10550372793942828,3.010081872369317,0.22167245236602462
4.0,14.6125505447,2.35846286896,3.26039285933,3.43606856384,3.57062429937,3.63759287203,3.6707457175,49.4259997611,61.6466287615,74.6865429531,85.0453433629,100.48998173,618.564426967,626.805713937,1089.88734664,0.0,0.0,1.52327001095,1.46132004261,1.40761995316,0.0,0.0,1.0,7.772,45.827,13.429,711052,2023178.94599,1.3630596011986786,2.851325635863668,0.298368191939454
7.0,14.6475484848,2.35146142014,3.24923855721,3.43568427085,3.57868570808,3.6516471523,3.68815427441,51.2953854231,64.722114277,79.2346576486,90.7893133092,108.1372161,636.529427665,648.655854841,1125.02632533,0.0,0.0,1.48175001144,1.42323005199,1.37209999561,0.0,0.0,1.0,7.205,45.826,13.447,711053,2023179.08822,2.5111671352649743,2.8493695401844303,0.9167079440857074
8.0,14.7417562485,2.35568570658,3.24671284975,3.44116142393,3.58905712876,3.66405000199,3.70064999443,53.8707286394,68.7513147391,84.9263723354,97.7237152797,117.638056786,658.297712054,672.587991629,1165.34204191,0.0,0.0,1.44278001785,1.38403999805,1.33341002464,0.0,0.0,1.0,6.006,45.826,13.465,711054,2023179.08822,2.196727376312861,2.196727376312861,0.9433754184501001
8.0,14.8367512702,2.40560714558,3.31235142566,3.51538001537,3.66214714194,3.7320642809,3.76535431843,59.3872282924,77.1153435896,95.9403420724,110.317571115,132.990672822,722.701433454,745.875708705,1233.80040846,0.0,0.0,1.4057199955,1.34519004822,1.29665005207,0.0,0.0,1.0,4.928,45.825,13.484,711055,2023178.94599,1.6609325983836492,1.6609325983836492,0.921128351378434
9.0,15.2230046272,2.59943001043,3.52430429289,3.7405214415,3.89385569268,3.97000713769,4.00302853875,74.4210289638,98.2046291818,122.912142543,141.940570557,167.533181828,893.520002093,932.587427874,1427.40122399,0.0,0.0,1.36581003666,1.30360996723,1.25691998005,0.0,0.0,1.0,4.067,45.824,13.502,711056,2023179.08823,2.0067066780644494,2.0067066780644494,0.4277565306641357
58.0,15.0315478325,2.65894713484,3.7257342838,3.95397144409,4.09909714233,4.1633942758,4.18784996606,84.6252572649,115.426286551,146.072571638,168.478286656,196.993202528,1025.78857422,1084.6042899,1572.58489896,0.0,0.0,1.37626004219,1.29551994801,1.23977005482,0.0,0.0,1.0,3.539,45.823,13.52,711057,2023179.08822,1.8992625607080913,2.1957962994865325,0.08937033000312058
62.0,14.4907019615,2.36828856626,3.91843570485,4.19049002751,4.33835429901,4.39077573393,4.40610002239,94.8870565674,135.123143903,173.293141811,199.364569964,231.238487141,1153.65143694,1249.19428013,1727.11816227,0.0,0.0,1.40893995762,1.30721998215,1.23978996277,0.0,0.0,1.0,2.826,45.823,13.538,711058,2023178.94599,1.1767412465710763,1.1767412465710763,0.6984022003474125
11.0,14.4454520226,2.31511999483,4.08104427628,4.38445288465,4.54290287044,4.59517001964,4.60741716524,105.786142282,153.095715332,198.097998954,228.548569964,258.71971163,1269.36572266,1381.44285156,1890.65122349,0.0,0.0,1.42253005505,1.31275999546,1.24054002762,0.0,0.0,1.0,2.371,45.822,13.557,711059,2023179.08822,0.21612311474215773,0.21612311474215773,0.14202592653390414
118.0,14.3435547829,2.44518142543,4.37226142559,4.70628999108,4.87416713067,4.91727287439,4.91676141994,128.029570783,185.529143084,240.232142927,276.316858956,309.059899449,1476.0814209,1589.63428153,2090.22571449,0.0,0.0,1.4404900074,1.3280299902,1.24916005135,0.0,0.0,1.0,2.702,45.821,13.575,711060,2023179.08822,0.03603258019549916,0.5300618840880467,0.18717463198616283
215.0,14.3034031868,2.68774001166,4.62074998825,4.9670828249,5.13884716483,5.18405288912,5.18320140363,152.170286586,217.208428258,278.980285819,320.487429548,356.964204535,1681.0857108,1776.36999721,2297.33836496,0.0,0.0,1.45246994495,1.34365999699,1.26345002651,0.0,0.0,1.0,3.405,45.821,13.593,711061,2023178.94599,0.5140776748622113,1.3601847714820958,0.5140776748622113
13.0,13.8601453781,2.23497428647,3.06165286927,3.28052573023,3.46879286909,3.58405428721,3.65254428565,46.6937854562,62.4364851737,80.665943389,95.7175424299,109.788632685,611.71585519,674.146289551,1057.48326561,0.0,0.0,1.46287000179,1.38657999039,1.32816004753,0.0,0.0,1.0,2.822,45.871,12.553,711853,2023178.80375,2.7673591268924804,5.499342437639192,0.4787389433867606
